incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
AC%20337%20LLOG%2012-OCT-2024,BSEE,gemini,2024-10-12,GULF OF AMERICA REGION,"LLOG Exploration Offshore, L.L.C.",,,,data/structured/incidents/gemini/AC%20337%20LLOG%2012-OCT-2024.json
AC%20337%20LLOG%2027-SEP-2024,BSEE,gemini,2024-09-27,GULF OF MEXICO REGION,"LLOG Exploration Offshore, L.L.C.",Slip/Trip/Fall,Injury,,data/structured/incidents/gemini/AC%20337%20LLOG%2027-SEP-2024.json
AC%20735%20Shell%2008-Dec-2023,BSEE,gemini,2023-12-08,GULF OF MEXICO REGION,Shell Offshore Inc.,Personnel struck by moving equipment,Loss of Control,,data/structured/incidents/gemini/AC%20735%20Shell%2008-Dec-2023.json
AC%20857%20Shell%2003-Oct-2024,BSEE,gemini,03-OCT-2024,GULF OF MEXICO REGION,Shell Offshore Inc.,Arc Flash Fire,,,data/structured/incidents/gemini/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2004-Sep-2023%20,BSEE,gemini,04-SEP-2023,"GULF OF MEXICO REGION, Alaminos Canyon (AC) 857",Shell Offshore Inc.,,,,data/structured/incidents/gemini/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%20Fire%2021-June-2023,BSEE,gemini,2023-06-21,Gulf of Mexico,Shell Offshore Inc.,,,,data/structured/incidents/gemini/AC%20857%20Shell%20Fire%2021-June-2023.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,BSEE,gemini,21-MAY-2025,GULF OF AMERICA REGION,Anadarko Petroleum Corporation,,,,data/structured/incidents/gemini/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EC%2071%20ECOP%2025-MAY-2023,BSEE,gemini,25-MAY-2023,Gulf of Mexico,"EC Offshore Properties, Inc.",,,,data/structured/incidents/gemini/EC%2071%20ECOP%2025-MAY-2023.json
EI%20158JB_Apache_21-SEP-2023,BSEE,gemini,21-SEP-2023,"Gulf of Mexico, Eugene Island Block 158JB",Apache Corporation,,,,data/structured/incidents/gemini/EI%20158JB_Apache_21-SEP-2023.json
EI%20252I_Arena_20-AUG-2023,BSEE,gemini,2023-08-20,GULF OF MEXICO REGION,"Arena Offshore, LP",,,,data/structured/incidents/gemini/EI%20252I_Arena_20-AUG-2023.json
EI%20259%20White%20Fleet%2003_OCT_2025,BSEE,gemini,03-OCT-2025,GULF OF AMERICA REGION,"White Fleet Operating, LLC",Uncontrolled Movement,,,data/structured/incidents/gemini/EI%20259%20White%20Fleet%2003_OCT_2025.json
EI%20259C_Cox_13-OCT-2023_EV2010R,BSEE,gemini,13-OCT-2023,"GULF OF MEXICO REGION, Eugene Island","Cox Operating, L.L.C.",Fall from Height,Fall,,data/structured/incidents/gemini/EI%20259C_Cox_13-OCT-2023_EV2010R.json
EI%20307%20Guardian%2017_MAR_2025,BSEE,gemini,2025-03-17,GULF OF AMERICA REGION,"Guardian Decommissioning, Inc.",,,,data/structured/incidents/gemini/EI%20307%20Guardian%2017_MAR_2025.json
EV2010R%20-%20GB%20215,BSEE,gemini,17-JUL-2025,GULF OF AMERICA REGION,Anadarko Petroleum Corporation,,,,data/structured/incidents/gemini/EV2010R%20-%20GB%20215.json
EV2010R%20-%20MC%20773,BSEE,gemini,16-JUL-2025,"Gulf of America Region, Mississippi Canyon (MC) 773",Eni US Operating Co. Inc.,,,,data/structured/incidents/gemini/EV2010R%20-%20MC%20773.json
EV2010R%20-%20VR%2038,BSEE,gemini,2025-07-12,GULF OF AMERICA REGION,Chevron U.S.,,,,data/structured/incidents/gemini/EV2010R%20-%20VR%2038.json
EV2010R%20-%20WR%20249,BSEE,gemini,2025-04-28,GULF OF AMERICA REGION,Murphy Exploration & Production Company,,,,data/structured/incidents/gemini/EV2010R%20-%20WR%20249.json
GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024,BSEE,gemini,2024-02-07,GULF OF MEXICO REGION,"Williams Oil Gathering, L.L.C.",,,,data/structured/incidents/gemini/GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024.json
GB%20259%20Hess%2002-JUN-2025,BSEE,gemini,2025-06-02,GULF OF AMERICA REGION,Hess Corporation,Hand Injury,Injury,,data/structured/incidents/gemini/GB%20259%20Hess%2002-JUN-2025.json
GB%20668%20Anadarko%2015-Nov-2024,BSEE,gemini,15-NOV-2024,GULF OF AMERICA REGION,Anadarko Petroleum Corporation,,,,data/structured/incidents/gemini/GB%20668%20Anadarko%2015-Nov-2024.json
GB-216_Tranocean_21-APR-2023,BSEE,gemini,21-APR-2023,GULF OF MEXICO REGION,Hess Corporation,Loss of Station Keeping,,,data/structured/incidents/gemini/GB-216_Tranocean_21-APR-2023.json
GB-506_Talos_20-MAR-2024_EV2010R,BSEE,gemini,20-MAR-2024,GULF OF MEXICO REGION,Talos ERT LLC,Fall from Height,INJURIES,,data/structured/incidents/gemini/GB-506_Talos_20-MAR-2024_EV2010R.json
GC%20432%20Murphy%2017-Feb-2025,BSEE,gemini,2025-02-17,Gulf of Mexico,Murphy Exploration & Production Company,,,,data/structured/incidents/gemini/GC%20432%20Murphy%2017-Feb-2025.json
GC%20584%2025-Dec-2024%20signed%202010%20redacted,BSEE,gemini,25-DEC-2024,GULF OF AMERICA REGION,BP Exploration & Production Inc.,,,,data/structured/incidents/gemini/GC%20584%2025-Dec-2024%20signed%202010%20redacted.json
GC%20868%20BP%2008-May-2025,BSEE,gemini,2025-05-08,GULF OF AMERICA REGION,BP Exploration & Production Inc.,Loss of Control,,,data/structured/incidents/gemini/GC%20868%20BP%2008-May-2025.json
GI%2047%20AP%20GOM%20Shelf%2025-APR-2025,BSEE,gemini,25-APR-2025,Gulf of America,GOM Shelf LLC,,,,data/structured/incidents/gemini/GI%2047%20AP%20GOM%20Shelf%2025-APR-2025.json
HI%20A%20379%20W%26T%20Offshore%2004-Sep-2023,BSEE,gemini,04-SEP-2023,GULF OF MEXICO REGION,"W & T Offshore, Inc.","{'type': 'Injury', 'description': 'Worker sustained injuries during operations involving a heater treater vessel.'}",,,data/structured/incidents/gemini/HI%20A%20379%20W%26T%20Offshore%2004-Sep-2023.json
HI%20A%20382%20Apache%20Crane%2002-Jun-2023,BSEE,gemini,2023-06-02,GULF OF MEXICO REGION,Apache Corporation,,,,data/structured/incidents/gemini/HI%20A%20382%20Apache%20Crane%2002-Jun-2023.json
MC%20127%20Anadarko%2009-MAY-2025,BSEE,gemini,2025-05-09,GULF OF AMERICA REGION,Occidental Petroleum,,,,data/structured/incidents/gemini/MC%20127%20Anadarko%2009-MAY-2025.json
MC%20127%20Anadarko%2021-Oct-2023%20Redacted,BSEE,gemini,21-OCT-2023,GULF OF MEXICO REGION,Anadarko Petroleum Corporation,,,,data/structured/incidents/gemini/MC%20127%20Anadarko%2021-Oct-2023%20Redacted.json
MC%20300%20Murphy%2028-Mar-2025,BSEE,gemini,2025-03-28,GULF OF AMERICA REGION,Murphy Exploration & Production C,,,,data/structured/incidents/gemini/MC%20300%20Murphy%2028-Mar-2025.json
MC%20300%20Murphy%20Exploration%2029-May-2025,BSEE,gemini,29-MAY-2025,GULF OF AMERICA REGION,Murphy Exploration & Production,,,,data/structured/incidents/gemini/MC%20300%20Murphy%20Exploration%2029-May-2025.json
MC%20391%20Shell%2005-MAR-2024,BSEE,gemini,05-MAR-2024,Gulf of Mexico,Shell Offshore Inc.,,,,data/structured/incidents/gemini/MC%20391%20Shell%2005-MAR-2024.json
MC%20474%20BP%2008-FEB-2025,BSEE,gemini,2025-02-08,Gulf of America,BP Exploration & Production Inc.,,,,data/structured/incidents/gemini/MC%20474%20BP%2008-FEB-2025.json
MC%20520%20BP%2007-Jun-2023,BSEE,gemini,07-JUN-2023,GULF OF MEXICO REGION,BP Exploration & Production Inc.,STRUCTURAL DAMAGE,,,data/structured/incidents/gemini/MC%20520%20BP%2007-Jun-2023.json
MC%20547%20LLOG%2024-Dec-2023,BSEE,gemini,24-DEC-2023,Gulf of Mexico,"LLOG Exploration Offshore, L.L.C.",Fire,Equipment Fire,,data/structured/incidents/gemini/MC%20547%20LLOG%2024-Dec-2023.json
MC%20582%20A%20Murphy%2016-APR-2025,BSEE,gemini,16-APR-2025,GULF OF AMERICA REGION,Murphy Exploration & Production Company-USA,Dropped Object,,,data/structured/incidents/gemini/MC%20582%20A%20Murphy%2016-APR-2025.json
MC%20607%20Chevron%2019-MAR-24,BSEE,gemini,19-MAR-2024,Gulf of Mexico,Chevron U.S.A. Inc.,Dropped Object,EQUIPMENT FAILURE,,data/structured/incidents/gemini/MC%20607%20Chevron%2019-MAR-24.json
MC%20727%20Kosmos%20Energy%2005-Jun-2024,BSEE,gemini,2024-06-05,GULF OF MEXICO REGION,Kosmos Energy Gulf of Mexico Oper,,,,data/structured/incidents/gemini/MC%20727%20Kosmos%20Energy%2005-Jun-2024.json
MC%20807%20A%20Shell%2024-FEB-23,BSEE,gemini,24-FEB-2023,Gulf of Mexico,Shell Offshore Inc.,Hand Laceration Injury,Injury,,data/structured/incidents/gemini/MC%20807%20A%20Shell%2024-FEB-23.json
MC%20807-B%20Shell%2006-Jan-2023,BSEE,gemini,06-JAN-2023,GULF OF MEXICO REGION,Shell Offshore Inc.,,,,data/structured/incidents/gemini/MC%20807-B%20Shell%2006-Jan-2023.json
MC%20809%20Shell%2023-Feb-2025_0,BSEE,gemini,23-FEB-2025,Gulf of Mexico,Shell Offshore Inc.,,,,data/structured/incidents/gemini/MC%20809%20Shell%2023-Feb-2025_0.json
MC%20854%20Shell%2021-MAR-2023,BSEE,gemini,21-MAR-2023,GULF OF MEXICO REGION,Shell Offshore Inc.,,,,data/structured/incidents/gemini/MC%20854%20Shell%2021-MAR-2023.json
MC%20899%20Shell%20%2013-Feb-2024,BSEE,gemini,13-FEB-2024,GULF OF MEXICO REGION,Shell Offshore Inc.,,,,data/structured/incidents/gemini/MC%20899%20Shell%20%2013-Feb-2024.json
MC%20941-A%20Equinor%2010-May-2023,BSEE,gemini,10-MAY-2023,Gulf of Mexico,Equinor USA E&P Inc.,,,,data/structured/incidents/gemini/MC%20941-A%20Equinor%2010-May-2023.json
MC%20941-A%20Equinor%2019-June-2023,BSEE,gemini,2023-06-15,"GULF OF MEXICO REGION, Mississippi Canyon (MC) 941",Equinor USA E&P Inc.,,,,data/structured/incidents/gemini/MC%20941-A%20Equinor%2019-June-2023.json
MO%20916-AP%20Cox%20%2022-Nov-2023,BSEE,gemini,2023-11-22,GULF OF MEXICO REGION,"Cox Operating, L.L.C.",Personnel Injury,Injury,,data/structured/incidents/gemini/MO%20916-AP%20Cox%20%2022-Nov-2023.json
MP%20153%20B%20GOM%20Shelf%2003-May-2025,BSEE,gemini,03-MAY-2025,GULF OF AMERICA REGION,GOM Shelf LLC,Dropped Object,Equipment Damage,,data/structured/incidents/gemini/MP%20153%20B%20GOM%20Shelf%2003-May-2025.json
MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29,BSEE,gemini,03-JUL-2023,GULF OF MEXICO REGION,Walter Oil & Gas Corporation,Uncontrolled Release,,,data/structured/incidents/gemini/MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29.json
MP%20311%20GOM%20Shelf%2012-MAR-23,BSEE,gemini,12-MAR-2023,Gulf of Mexico,GOM Shelf LLC,,,,data/structured/incidents/gemini/MP%20311%20GOM%20Shelf%2012-MAR-23.json
MP%2042%20D%20Cantium%2027-Apr-25,BSEE,gemini,27-APR-2025,GULF OF AMERICA REGION,"Cantium, LLC",Explosion,,,data/structured/incidents/gemini/MP%2042%20D%20Cantium%2027-Apr-25.json
SM%20128B_Arena_16-JAN-2024_EV2010R,BSEE,gemini,16-JAN-2024,Gulf of Mexico,"Arena Offshore, LP",,,,data/structured/incidents/gemini/SM%20128B_Arena_16-JAN-2024_EV2010R.json
SM%20130%2004Feb23%20Redacted%202010,BSEE,gemini,04-FEB-2023,GULF OF MEXICO REGION,Talos ERT LLC,,,,data/structured/incidents/gemini/SM%20130%2004Feb23%20Redacted%202010.json
SM%20130B_Talos_15-DEC-2023_EV2010R,BSEE,gemini,15-DEC-2023,GULF OF MEXICO REGION,Talos ERT LLC,,,,data/structured/incidents/gemini/SM%20130B_Talos_15-DEC-2023_EV2010R.json
SM%20281C_Apahe_09-SEP-2023,BSEE,gemini,09-SEP-2023,GULF OF MEXICO REGION,Apache Corporation,,,,data/structured/incidents/gemini/SM%20281C_Apahe_09-SEP-2023.json
SM130B_Talos_12-MAY-2023,BSEE,gemini,12-MAY-2023,GULF OF MEXICO REGION,Talos ERT LLC,Crane Boom Collapse,Equipment Failure,,data/structured/incidents/gemini/SM130B_Talos_12-MAY-2023.json
SM130_Talos_25-FEB-2024_EV2010R,BSEE,gemini,25-FEB-2024,GULF OF MEXICO REGION,Talos ERT LLC,Structural Damage to Crane Boom,equipment,,data/structured/incidents/gemini/SM130_Talos_25-FEB-2024_EV2010R.json
SM160_Talos_21-SEP-2024_EV2010R,BSEE,gemini,21-SEP-2024,GULF OF AMERICA REGION,Talos Third Coast LLC,Eye Injury,Injury,,data/structured/incidents/gemini/SM160_Talos_21-SEP-2024_EV2010R.json
SP%2027%20NuGulf%2018-Jul-2025,BSEE,gemini,18-JUL-2025,GULF OF AMERICA REGION,"Nugulf Operating, L.L.C.",,,,data/structured/incidents/gemini/SP%2027%20NuGulf%2018-Jul-2025.json
SP%2028%20Whitney%20%2021-Sep-2023,BSEE,gemini,21-SEP-2023,GULF OF MEXICO REGION,"Whitney Oil & Gas, LLC",,,,data/structured/incidents/gemini/SP%2028%20Whitney%20%2021-Sep-2023.json
SP%2049-C%20W%26%20T%20Offshore%2030-Jul-2025_0,BSEE,gemini,2025-07-30,GULF OF AMERICA REGION,"W & T Offshore, Inc.",Pinch Point Injury,,,data/structured/incidents/gemini/SP%2049-C%20W%26%20T%20Offshore%2030-Jul-2025_0.json
SP%2062-C%20GOM%20Shelf%20%2003-Nov-2025,BSEE,gemini,03-NOV-2025,GULF OF AMERICA REGION,GOM Shelf LLC,Gas Release,Equipment Failure,,data/structured/incidents/gemini/SP%2062-C%20GOM%20Shelf%20%2003-Nov-2025.json
SP%2083-A%20Arena%2021-Sept-2023,BSEE,gemini,21-SEP-2023,GULF OF MEXICO REGION,"Arena Offshore, LP",Loss of Control of PIG Launcher Cap,,,data/structured/incidents/gemini/SP%2083-A%20Arena%2021-Sept-2023.json
SS%20224_Talos_31-JAN-2023,BSEE,gemini,31-JAN-2023,GULF OF MEXICO REGION,Talos ERT LLC,Uncontrolled Release,,,data/structured/incidents/gemini/SS%20224_Talos_31-JAN-2023.json
SS%2080%20W%26T%2007-Mar-2025,BSEE,gemini,07-MAR-2025,GULF OF AMERICA REGION,"W & T Offshore, Inc.",Flash Fire,,,data/structured/incidents/gemini/SS%2080%20W%26T%2007-Mar-2025.json
ST%20229%20W%26T%2009-May-2025,BSEE,gemini,09-MAY-2025,GULF OF AMERICA REGION,"W & T Offshore, Inc.",,,,data/structured/incidents/gemini/ST%20229%20W%26T%2009-May-2025.json
ST23CC_Cantium_29-JAN-2024_EV2010R,BSEE,gemini,2024-01-29,GULF OF MEXICO REGION,"Cantium, LLC",,,,data/structured/incidents/gemini/ST23CC_Cantium_29-JAN-2024_EV2010R.json
VK%20900%20Cox%20%2022-JUL-23,BSEE,gemini,22-JUL-2023,GULF OF MEXICO REGION,"Cox Operating, L.L.C.",,,,data/structured/incidents/gemini/VK%20900%20Cox%20%2022-JUL-23.json
VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024,BSEE,gemini,24-NOV-2024,GULF OF AMERICA REGION,Occidental Petroleum,Gas Release,Equipment Failure,,data/structured/incidents/gemini/VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024.json
VK%20915%20Anadarko%2004-May-2025,BSEE,gemini,04-MAY-2025,GULF OF AMERICA REGION,Anadarko Petroleum Corporation,,,,data/structured/incidents/gemini/VK%20915%20Anadarko%2004-May-2025.json
VK%20989%20A%20Talos%2002-Dec-2024,BSEE,gemini,2024-12-02,GULF OF AMERICA REGION,Talos Petroleum LLC,Loss of Containment (Gas),,,data/structured/incidents/gemini/VK%20989%20A%20Talos%2002-Dec-2024.json
VR%20170%20Gulf%20Offshore%2003-July-2023,BSEE,gemini,03-JUL-2023,GULF OF MEXICO REGION,Gulf Offshore LLC,Personnel Struck by Equipment,Struck By,,data/structured/incidents/gemini/VR%20170%20Gulf%20Offshore%2003-July-2023.json
VR%20170A%20Gulf%20Offshore%2011-AUG-2024,BSEE,gemini,2024-08-11,GULF OF MEXICO REGION,Gulf Offshore LLC,,,,data/structured/incidents/gemini/VR%20170A%20Gulf%20Offshore%2011-AUG-2024.json
VR%20369-A%20Renaissance%2004-Apr-2024,BSEE,gemini,04-APR-2024,GULF OF MEXICO REGION,"Renaissance Offshore, LLC",,,,data/structured/incidents/gemini/VR%20369-A%20Renaissance%2004-Apr-2024.json
W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024,BSEE,gemini,21-FEB-2024,GULF OF MEXICO REGION,"W & T Offshore, Inc.",,,,data/structured/incidents/gemini/W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024.json
WC%2033%20Apache%20Injury%2010-AUG-23,BSEE,gemini,2023-08-10,GULF OF MEXICO REGION,Apache Corporation,Personnel Struck by Equipment,EQUIPMENT STRIKE,,data/structured/incidents/gemini/WC%2033%20Apache%20Injury%2010-AUG-23.json
WD%20152%20Renaissance%2027-Aug-2025,BSEE,gemini,27-AUG-2025,GULF OF AMERICA REGION,"Renaissance Offshore, LLC",,,,data/structured/incidents/gemini/WD%20152%20Renaissance%2027-Aug-2025.json
WD%2073%20COX%2017-Feb-2023,BSEE,gemini,17-FEB-2023,GULF OF MEXICO REGION,"Cox Operating, L.L.C.",,,,data/structured/incidents/gemini/WD%2073%20COX%2017-Feb-2023.json
WD%2090%20Apache%20%2021-APR-2025,BSEE,gemini,21-APR-2025,GULF OF AMERICA REGION,Apache Corporation,,,,data/structured/incidents/gemini/WD%2090%20Apache%20%2021-APR-2025.json
WR%2051_BOE%20Exploration_7-JAN-2023,BSEE,gemini,07-JAN-2023,GULF OF MEXICO REGION,BOE Exploration & Production LLC,,,,data/structured/incidents/gemini/WR%2051_BOE%20Exploration_7-JAN-2023.json
cox-wd-31-e-19-nov-2022,BSEE,gemini,2022-11-19,GULF OF MEXICO REGION,"Cox Operating, L.L.C.",Allision,STRUCTURAL DAMAGE,,data/structured/incidents/gemini/cox-wd-31-e-19-nov-2022.json
woodside-energy-eb-699-16-nov-2022-redacted,BSEE,gemini,16-NOV-2022,GULF OF MEXICO REGION,Woodside Energy (Deepwater) Inc.,,,,data/structured/incidents/gemini/woodside-energy-eb-699-16-nov-2022-redacted.json
02-May-2024_GC%20478_Murphy%20EV2010R,BSEE,anthropic,2024-05-02,Gulf of Mexico,Murphy Exploration & Production Company – USA,Loss of Primary Containment,Equipment Failure,"During 5-year recertification of forward starboard crane on Noble Stanley Lafosse, winch brake assembly failure occurred at 70 MT during load test to 93.5 MT. Crane was overloaded due to AOPS activation over sealift area. Four brake assemblies didn't release simultaneously, causing sprag clutch failure and uncontrolled descent of water bag. Hydraulic test port failure resulted in LOPC of hydraulic fluid onto rig deck.",data/structured/incidents/llm_canary_v22/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,BSEE,anthropic,2024-11-10,Gulf of Mexico - Green Canyon Block 432,Murphy Exploration & Production Company - USA,Personnel Injury from Wave Strike,Personnel Injury,"On November 10, 2024, an injured person (IP) was struck by a wave on the stern of the Transocean Drillship Deepwater Invictus during workover operations. Despite being informed that the stern was secured due to deteriorating weather conditions, the IP went to the aft handrail to observe the water. A 15-foot wave struck the IP, throwing him approximately 20 feet and causing a fractured right femur. The IP was evacuated to hospital for treatment.",data/structured/incidents/llm_canary_v22/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
31-MAY-2023_GC468_EV2010R-2,BSEE,anthropic,2023-05-31,Gulf of Mexico,Hess Corporation,Loss of Containment,Structural Damage,"A rope access technician experienced an uncontrolled descent of 90 feet while inspecting a corroded Seawater Reject Caisson, resulting in serious leg injuries. The fall occurred due to improper threading of safety equipment and failure of backup systems.",data/structured/incidents/llm_canary_v22/anthropic/31-MAY-2023_GC468_EV2010R-2.json
AC%20857%20Shell%20Fire%2021-June-2023,BSEE,anthropic,2023-06-21,Gulf of Mexico - Alaminos Canyon Block 857,Shell Offshore Inc.,Fire,Equipment Failure,"On June 21, 2023, at 0930 hours, a Variable Frequency Device A (VFD-A) failed at Shell's Perdido Spar platform. The B-phase reactor of the VFD-A failed to ground, releasing smoke that activated smoke detectors in the Subsea Motor Control Center room. This triggered an automated facility shut-in and personnel muster. No injuries or pollution occurred, but the VFD-A sustained fire damage requiring $65,000 replacement cost.",data/structured/incidents/llm_canary_v22/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,UNKNOWN,anthropic,2009-06-09,"Garner, North Carolina",ConAgra,Gas Explosion,explosion,"On June 9, 2009, a catastrophic natural gas explosion occurred at the ConAgra Slim Jim production facility during installation and commissioning of a new water heater. The explosion was caused by purging natural gas into an occupied utility room over 2.5 hours without proper ventilation or gas detection. The incident resulted in 4 deaths, multiple injuries including 67 hospitalizations, structural damage, and secondary ammonia release of 18,000 pounds.",data/structured/incidents/llm_canary_v22/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
02-May-2024_GC%20478_Murphy%20EV2010R,BSEE,llm_canary_v23,,Gulf of Mexico,Murphy Exploration & Production Company – USA,,['Equipment Failure'],,data/structured/incidents/llm_canary_v23/02-May-2024_GC%20478_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,BSEE,llm_canary_v23,,Gulf of Mexico - Green Canyon Block 432,Murphy Exploration & Production Company - USA,,['Personnel Injury'],,data/structured/incidents/llm_canary_v23/10-Nov-2024_GC432_Murphy%20EV2010R.json
31-MAY-2023_GC468_EV2010R-2,BSEE,llm_canary_v23,,Gulf of Mexico,Hess Corporation,,['Structural Damage'],,data/structured/incidents/llm_canary_v23/31-MAY-2023_GC468_EV2010R-2.json
AC%20857%20Shell%20Fire%2021-June-2023,BSEE,llm_canary_v23,,Gulf of Mexico - Alaminos Canyon Block 857,Shell Offshore Inc.,,['Equipment Failure'],,data/structured/incidents/llm_canary_v23/AC%20857%20Shell%20Fire%2021-June-2023.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,UNKNOWN,llm_canary_v23,,"Garner, North Carolina",ConAgra,,['explosion'],,data/structured/incidents/llm_canary_v23/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
,UNKNOWN,_reports,,,,,,,data/structured/incidents/llm_canary_v23/_reports/run_report.json
02-May-2024_GC%20478_Murphy%20EV2010R,BSEE,openai,2024-05-02,Gulf of Mexico,Murphy Exploration & Production Company,Crane load test failure,equipment failure,"A lifting incident occurred due to a crane brake failure during a load test, resulting in a loss of primary containment and hydraulic fluid spill.",data/structured/incidents/openai/02-May-2024_GC%20478_Murphy%20EV2010R.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,BSEE,openai,2024-03-07T15:00:00,Gulf of Mexico,"LLOG Exploration Offshore, L.L.C.",Injury during slip and cut drill line operations,"equipment failure, human error",A Seadrill employee sustained a back and shoulder injury during slip and cut drill line operations when a drill line fell after slipping from a nylon web sling.,data/structured/incidents/openai/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,BSEE,openai,2024-07-08T19:08:00,Gulf of Mexico,"Cantium, LLC",Lifting Incident,Equipment Failure,"A lifting incident occurred on the jack-up, Enterprise 205, resulting in damage to the crown saver assembly due to an overpull while pulling out of the hole.",data/structured/incidents/openai/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,BSEE,openai,2024-11-10T01:45:00,Gulf of Mexico,Murphy Exploration & Production Company,Injury due to wave action,Slip/Trip/Fall,"An injured person was struck by a wave while observing the water from a secured area, resulting in a fractured right femur.",data/structured/incidents/openai/10-Nov-2024_GC432_Murphy%20EV2010R.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,BSEE,openai,2024-07-11,Gulf of Mexico,"Manta Ray Gathering Company, L.L.",Injury during life capsule inspection,Human Error,Two individuals were evacuated due to injuries sustained during a routine life capsule inspection. One individual suffered a serious head injury.,data/structured/incidents/openai/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
13-MAR-2024_SS189_WOG_EV2010,BSEE,openai,2024-03-13T20:10:00,Gulf of Mexico,Walter Oil & Gas Corporation,Crane Stinger Failure,Equipment Failure,"A crane stinger failed during the offloading of tools, causing a basket to drop and damage the control room and platform.",data/structured/incidents/openai/13-MAR-2024_SS189_WOG_EV2010.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,BSEE,openai,2024-02-16,Gulf of Mexico,Chevron U.S.A. Inc.,Caught Between Incident,Human Error,"During crane operations, the deck foreman was struck by a load of casing due to turning his back to the suspended load.",data/structured/incidents/openai/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
18%20Jan%202024_GC%20478_Murphy_%20EV2010R,BSEE,openai,2024-01-18,Gulf of Mexico,Murphy Exploration & Production Company,Casing parting at rig floor,Equipment failure and human error,"On January 18, 2024, the S-90/MT connection of 22"" casing failed, resulting in 72 joints falling partially into the hole and on the seafloor.",data/structured/incidents/openai/18%20Jan%202024_GC%20478_Murphy_%20EV2010R.json
18-FEB-2023%20BP%20MC%20778%20PDQ,BSEE,openai,2023-02-18T21:27:00,Gulf of Mexico,BP Exploration & Production Inc.,Dropped Drill Pipe Incident,Human Error,"On February 18, 2023, a stand of drill pipe was dropped on the rig floor, injuring one Floor Hand.",data/structured/incidents/openai/18-FEB-2023%20BP%20MC%20778%20PDQ.json
18-JUN-2023_Chevron_Platform%20Gail_EV2010R,BSEE,openai,2023-06-18T18:35:00,Gulf of Mexico,Chevron U.S.A. Inc.,Amputation of fingers during marine growth removal,injury,"An injury occurred during decommissioning operations when the injured person attempted to adjust chains in a marine growth removal system, leading to the amputation of two fingers.",data/structured/incidents/openai/18-JUN-2023_Chevron_Platform%20Gail_EV2010R.json
20-July-2024_SS%20224D_Talos%20EV2010R,BSEE,openai,2024-07-20T22:00:00,Gulf of Mexico,Talos ERT LLC,Injury during crane operation,Human Error,An injury requiring evacuation occurred when a rigger's hand was caught in a crane block during abandonment operations.,data/structured/incidents/openai/20-July-2024_SS%20224D_Talos%20EV2010R.json
2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted,BSEE,openai,2023-01-05T17:30:00,Gulf of Mexico,"Arena Offshore, LP",Fire in Glycol Dehydration Unit,Fire,"A fire occurred in the Glycol Dehydration system due to a plugged still column vent pipe, resulting in significant damage.",data/structured/incidents/openai/2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted.json
2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted,UNKNOWN,openai,,,,,,,data/structured/incidents/openai/2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted.json
21-MAR-2023_WR758_Chevron_EV2010R,BSEE,openai,2023-03-21T02:30:00,Gulf of Mexico,Chevron U.S.A. Inc.,Dropped object incident,equipment failure,"A 25 pound riser bolt insert dislodged and fell approximately 75 feet, damaging two steps of a portable aluminum stairway.",data/structured/incidents/openai/21-MAR-2023_WR758_Chevron_EV2010R.json
